Id,Label,timeset,type,type2,color,Degree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
库马赤(1945),库马赤,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
康斯坦丁诺夫斯基(1945),康斯坦丁诺夫斯基,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
康特古柏(1945),康特古柏,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
廷霸(1945),廷霸,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
张东皋(1945),张东皋,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
张东荪(1945),张东荪,,author,author,"#B4B4B4",222,396,0.273333,2,0.560656,0.608187,1005.841694
张凤举(1945),张凤举,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
张刚(1945),张刚,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
张君劢(1945),张君劢,,author,author,"#B4B4B4",165,241,0.219206,2,0.54372,0.580409,1344.453285
张宏(1945),张宏,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
张庸(1945),张庸,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
张德昌(1945),张德昌,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
张德粹(1945),张德粹,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
张志让(1945),张志让,,author,author,"#B4B4B4",300,522,0.631414,2,0.585616,0.646199,1076.858937
张志龢(1945),张志龢,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
张忠建(1945),张忠建,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
张恨水(1945),张恨水,,author,author,"#B4B4B4",300,522,0.631414,2,0.585616,0.646199,1076.858937
张时俊(1945),张时俊,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
张明养(1945),张明养,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
张栋举(1945),张栋举,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
张树楠(1945),张树楠,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
张淦(1945),张淦,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
张珏(1945),张珏,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
张竞存(1945),张竞存,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
张西曼(1945),张西曼,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
张超(1945),张超,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
张远昕(1945),张远昕,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
张雪澄(1945),张雪澄,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
张鸿增(1945),张鸿增,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
彭健箐(1945),彭健箐,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
彭学沛(1945),彭学沛,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
彭松(1945),彭松,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
彭河清(1945),彭河清,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
徐修(1945),徐修,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
徐嘉瑞(1945),徐嘉瑞,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
徐如免(1945),徐如免,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
徐宝理(1945),徐宝理,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
徐撤(1945),徐撤,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
徐相任(1945),徐相任,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
徐系(1945),徐系,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
徐苏灵(1945),徐苏灵,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
徐行(1945),徐行,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
徐调孚(1945),徐调孚,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
徐郎(1945),徐郎,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
徐铸成(1945),徐铸成,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
德炎(1945),德炎,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
悠然(1945),悠然,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
慕英(1945),慕英,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
戈宝权(1945),戈宝权,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
戈洛夫(1945),戈洛夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
戎戈(1945),戎戈,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
成惕轩(1945),成惕轩,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
戚陈德珍(1945),戚陈德珍,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
戴寒波(1945),戴寒波,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
房龙(1945),房龙,,author,author,"#B4B4B4",37,58,0.018897,3,0.450197,0.475146,0
托尔斯泰(1945),托尔斯泰,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
托尔赤诺夫(1945),托尔赤诺夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
托里亚契(1945),托里亚契,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
抱贞(1945),抱贞,,author,author,"#B4B4B4",44,64,0.026902,3,0.426789,0.457115,0
拉铁摩尔(1945),拉铁摩尔,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
振寰(1945),振寰,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
摩斯(1945),摩斯,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
敏之(1945),敏之,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
敏茨(1945),敏茨,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
文宜(1945),文宜,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
斯吉普尼亚克(1945),斯吉普尼亚克,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
斯密诺夫(1945),斯密诺夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
斯维特洛夫(1945),斯维特洛夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
斯诺(1945),斯诺,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
新武(1945),新武,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
新波(1945),新波,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
方丁(1945),方丁,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
方与严(1945),方与严,,author,author,"#B4B4B4",205,324,0.294717,2,0.555495,0.599903,352.735125
方扬(1945),方扬,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
方治平(1945),方治平,,author,author,"#B4B4B4",205,324,0.294717,2,0.555495,0.599903,352.735125
方禺(1945),方禺,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
方秋苇(1945),方秋苇,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
施佑铭(1945),施佑铭,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
施复亮(1945),施复亮,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
施艾(1945),施艾,,author,author,"#B4B4B4",130,205,0.148787,2,0.533819,0.563353,1184.551172
施贻(1945),施贻,,author,author,"#B4B4B4",37,58,0.018897,3,0.450197,0.475146,0
旺嘉喜(1945),旺嘉喜,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
明之(1945),明之,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
明养(1945),明养,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
明子(1945),明子,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
易水(1945),易水,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
春光(1945),春光,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
晓敷(1945),晓敷,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
晶远(1945),晶远,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
曹介植(1945),曹介植,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
曹增之(1945),曹增之,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
曹樸(1945),曹樸,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
曾守约(1945),曾守约,,author,author,"#B4B4B4",37,58,0.018897,3,0.450197,0.475146,0
曾琦(1945),曾琦,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
曾瑞(1945),曾瑞,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
月伶(1945),月伶,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
朝华(1945),朝华,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
木林(1945),木林,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
朱万柏(1945),朱万柏,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
朱健飞(1945),朱健飞,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
朱声扬(1945),朱声扬,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
朱彬元(1945),朱彬元,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
朱斆春(1945),朱斆春,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
朱洗(1945),朱洗,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
朱自珍(1945),朱自珍,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
李健吾(1945),李健吾,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
李兆(1945),李兆,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
李公朴(1945),李公朴,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
李善卷(1945),李善卷,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
李复康(1945),李复康,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
李安宅(1945),李安宅,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
李宗黄(1945),李宗黄,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
李文治(1945),李文治,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
李时中(1945),李时中,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
李昂季叶夫(1945),李昂季叶夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
李由基(1945),李由基,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
李翁诺夫(1945),李翁诺夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
李自强(1945),李自强,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
杜宇(1945),杜宇,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
杜迈之(1945),杜迈之,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
来秋(1945),来秋,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
杨__(1945),杨__,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
杨伯铎(1945),杨伯铎,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
杨佑贤(1945),杨佑贤,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
杨作雨(1945),杨作雨,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
杨动(1945),杨动,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
杨学纯(1945),杨学纯,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
杨宗亿(1945),杨宗亿,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
杨愚(1945),杨愚,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
杨桂香(1945),杨桂香,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
杨穗(1945),杨穗,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
杨育良(1945),杨育良,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
杨荣国(1945),杨荣国,,author,author,"#B4B4B4",37,58,0.018897,3,0.450197,0.475146,0
杨蔚(1945),杨蔚,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
杨霁云(1945),杨霁云,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
杭勤斯(1945),杭勤斯,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
杰尔札文(1945),杰尔札文,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
杰拉斯(1945),杰拉斯,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
林彬(1945),林彬,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
林松(1945),林松,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
林汉达(1945),林汉达,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
林焕平(1945),林焕平,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
林谷(1945),林谷,,author,author,"#B4B4B4",37,58,0.018897,3,0.450197,0.475146,0
林辰(1945),林辰,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
林陵蓉(1945),林陵蓉,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
柏有仁(1945),柏有仁,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
柏李可夫(1945),柏李可夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
查免京(1945),查免京,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
查斯拉夫基斯(1945),查斯拉夫基斯,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
柯灵(1945),柯灵,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
柯罗勃考夫(1945),柯罗勃考夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
柯象峯(1945),柯象峯,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
柯里翁诺夫(1945),柯里翁诺夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
柳巴尔(1945),柳巴尔,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
柳蕴(1945),柳蕴,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
树柯元(1945),树柯元,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
树柯夫(1945),树柯夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
树鹃(1945),树鹃,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
桑弧(1945),桑弧,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
梁寒操(1945),梁寒操,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
梁纯夫(1945),梁纯夫,,author,author,"#B4B4B4",44,64,0.026902,3,0.426789,0.457115,0
梅兰芳(1945),梅兰芳,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
梅湜(1945),梅湜,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
梧轩(1945),梧轩,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
欧罗(1945),欧罗,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
欧阳予倩(1945),欧阳予倩,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
正非(1945),正非,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
毕醒魂(1945),毕醒魂,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
民语(1945),民语,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
永先(1945),永先,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
汝德(1945),汝德,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
江同(1945),江同,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
江煜(1945),江煜,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
汤德臣(1945),汤德臣,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
汤心仪(1945),汤心仪,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
汪叔棣(1945),汪叔棣,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
汪大煊(1945),汪大煊,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
汪洋(1945),汪洋,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
沈兹九(1945),沈兹九,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
沈南乡(1945),沈南乡,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
沈来秋(1945),沈来秋,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
沈若谷(1945),沈若谷,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
沈钧儒(1945),沈钧儒,,author,author,"#B4B4B4",44,64,0.026902,3,0.426789,0.457115,0
沙溪(1945),沙溪,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
波克希谢夫斯基(1945),波克希谢夫斯基,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
波诺马列夫(1945),波诺马列夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
洛明(1945),洛明,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
洪涛(1945),洪涛,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
洪谦(1945),洪谦,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
洪钧培(1945),洪钧培,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
派夫劳夫(1945),派夫劳夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
济之(1945),济之,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
浩川(1945),浩川,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
海密尔克(1945),海密尔克,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
海魂(1945),海魂,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
涵先(1945),涵先,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
淑林(1945),淑林,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
深公(1945),深公,,author,author,"#B4B4B4",37,58,0.018897,3,0.450197,0.475146,0
清涟(1945),清涟,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
渠之(1945),渠之,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
游牧(1945),游牧,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
湘渔(1945),湘渔,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
潘光旦(1945),潘光旦,,author,author,"#B4B4B4",411,739,0.655093,2,0.625229,0.700292,32052.394906
潘大逵(1945),潘大逵,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
潘孑农(1945),潘孑农,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
潘安业(1945),潘安业,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
潘梓年(1945),潘梓年,,author,author,"#B4B4B4",44,64,0.026902,3,0.426789,0.457115,0
潘焕昆(1945),潘焕昆,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
潘立桐(1945),潘立桐,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
灕流(1945),灕流,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
炎火(1945),炎火,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
焦敏之(1945),焦敏之,,author,author,"#B4B4B4",165,241,0.219206,2,0.54372,0.580409,1344.453285
爱思金(1945),爱思金,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
特戈尔(1945),特戈尔,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
特罗扬诺夫斯基(1945),特罗扬诺夫斯基,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
特莱宁(1945),特莱宁,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
特鲁曼(1945),特鲁曼,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
独郑步(1945),独郑步,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
玉良(1945),玉良,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
王__(1945),王__,,author,author,"#B4B4B4",44,64,0.026902,3,0.426789,0.457115,0
王光汉(1945),王光汉,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
王善淳(1945),王善淳,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
王子敬(1945),王子敬,,author,author,"#B4B4B4",44,64,0.026902,3,0.426789,0.457115,0
王季(1945),王季,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
王文新(1945),王文新,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
王正廷(1945),王正廷,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
王琦(1945),王琦,,author,author,"#B4B4B4",300,522,0.631414,2,0.585616,0.646199,1076.858937
王申叔(1945),王申叔,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
王碎若(1945),王碎若,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
王绍鏊(1945),王绍鏊,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
王若飞(1945),王若飞,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
王赣愚(1945),王赣愚,,author,author,"#B4B4B4",251,426,0.343181,2,0.569684,0.62232,1130.999913
王铁猴(1945),王铁猴,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
王集丛(1945),王集丛,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
王雨桐(1945),王雨桐,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
王龄希(1945),王龄希,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
甘乃先(1945),甘乃先,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
甘乃光(1945),甘乃光,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
甘敏(1945),甘敏,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
田宗(1945),田宗,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
田禾(1945),田禾,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
申迟(1945),申迟,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
白英(1945),白英,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
白鲁特(1945),白鲁特,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
盛之(1945),盛之,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
直心(1945),直心,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
瞿荆洲(1945),瞿荆洲,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
知廉(1945),知廉,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
石城(1945),石城,,author,author,"#B4B4B4",44,64,0.026902,3,0.426789,0.457115,0
石如(1945),石如,,author,author,"#B4B4B4",37,58,0.018897,3,0.450197,0.475146,0
石梅(1945),石梅,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
石渊(1945),石渊,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
祝公健(1945),祝公健,,author,author,"#B4B4B4",44,64,0.026902,3,0.426789,0.457115,0
秉志(1945),秉志,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
秋原(1945),秋原,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
程仲文(1945),程仲文,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
程力方(1945),程力方,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
程及(1945),程及,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
程启钧(1945),程启钧,,author,author,"#B4B4B4",293,539,0.517113,3,0.5625,0.632229,8555.503623
程国勳(1945),程国勳,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
