Id,Label,timeset,type,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
生活 (n),生活,,notion,12,0,12,13,0,13,0.698482,10,0.228593,0.267294,2935.934346
民主 (n),民主,,notion,13,0,13,15,0,15,0.291999,10,0.242958,0.278833,30361.473818
经济 (n),经济,,notion,9,0,9,20,0,20,0.061783,10,0.203678,0.231216,9169.711437
世界 (n),世界,,notion,9,0,9,9,0,9,0.091431,10,0.22425,0.255807,15021.163381
以后 (n),以后,,notion,1,0,1,1,0,1,0.021778,12,0.194661,0.212612,0
重庆 (n),重庆,,notion,1,0,1,1,0,1,0.001695,2,0.666667,0.75,0
中国 (n),中国,,notion,8,0,8,8,0,8,0.064743,10,0.212257,0.241382,12958.807895
先生 (n),先生,,notion,9,0,9,12,0,12,0.068235,10,0.219961,0.247252,23027.314401
胜利 (n),胜利,,notion,6,0,6,9,0,9,0.074833,12,0.21604,0.240892,3757.678558
美国 (n),美国,,notion,8,0,8,12,0,12,0.085544,10,0.214491,0.244262,12948.686438
大会 (n),大会,,notion,1,0,1,1,0,1,0.016919,12,0.188129,0.205323,0
纪念 (n),纪念,,notion,2,0,2,2,0,2,0.015933,12,0.166173,0.182176,795.779123
会议 (n),会议,,notion,4,0,4,4,0,4,0.057256,10,0.21086,0.236923,9789.832304
战后 (n),战后,,notion,1,0,1,1,0,1,0.054014,12,0.188525,0.20749,0
柏林 (n),柏林,,notion,1,0,1,3,0,3,0.008952,10,0.169565,0.181961,0
前后 (n),前后,,notion,2,0,2,2,0,2,0.004328,2,0.6,0.666667,9
国际 (n),国际,,notion,1,0,1,8,0,8,0.032784,10,0.202483,0.222331,0
问题 (n),问题,,notion,24,0,24,26,0,26,0.787374,8,0.255701,0.303071,49613.30655
日记 (n),日记,,notion,1,0,1,1,0,1,0.001695,2,0.666667,0.75,0
云南 (n),云南,,notion,1,0,1,1,0,1,0.001695,2,0.666667,0.75,0
政治 (n),政治,,notion,19,0,19,23,0,23,0.780674,10,0.246564,0.294324,30374.591362
工作 (n),工作,,notion,1,0,1,3,0,3,0.003875,4,0.45,0.509259,0
内战 (n),内战,,notion,1,0,1,1,0,1,0.073776,10,0.202758,0.223116,0
和平 (n),和平,,notion,34,0,34,48,0,48,1,10,0.283502,0.346813,106946.874705
人民 (n),人民,,notion,14,0,14,16,0,16,0.140554,10,0.217507,0.254581,25055.66926
提高 (n),提高,,notion,1,0,1,1,0,1,0.004581,12,0.154177,0.164811,0
对华政策 (n),对华政策,,notion,2,0,2,2,0,2,0.019343,12,0.187972,0.206961,490.448089
青年 (n),青年,,notion,1,0,1,1,0,1,0.002092,2,0.6,0.666667,0
历史 (n),历史,,notion,1,0,1,1,0,1,0.009303,12,0.170727,0.182636,0
外长 (n),外长,,notion,1,0,1,1,0,1,0.016919,12,0.188129,0.205323,0
社会 (n),社会,,notion,1,0,1,1,0,1,0.043999,12,0.174922,0.192034,0
逻辑 (n),逻辑,,notion,1,0,1,1,0,1,0.079499,12,0.205545,0.232329,0
战局 (n),战局,,notion,3,0,3,13,0,13,0.040115,12,0.19517,0.218871,1222.038133
独立运动 (n),独立运动,,notion,1,0,1,1,0,1,0.054014,12,0.188525,0.20749,0
欧洲 (n),欧洲,,notion,2,0,2,2,0,2,0.035936,10,0.199511,0.220539,705.588576
教育 (n),教育,,notion,2,0,2,3,0,3,0.015929,12,0.179904,0.196285,1461.501294
恢复 (n),恢复,,notion,1,0,1,1,0,1,0.005541,12,0.16489,0.175449,0
几个 (n),几个,,notion,1,0,1,1,0,1,0.003359,2,0.545455,0.583333,0
研究 (n),研究,,notion,1,0,1,1,0,1,0.011944,10,0.175951,0.190368,0
苏联 (n),苏联,,notion,2,0,2,2,0,2,0.007357,12,0.164286,0.178461,406.743336
待续 (n),待续,,notion,1,0,1,2,0,2,0.003462,12,0.152967,0.161733,0
不要 (n),不要,,notion,1,0,1,1,0,1,0.012508,12,0.191667,0.207224,0
阶段 (n),阶段,,notion,3,0,3,3,0,3,0.05371,10,0.208314,0.232813,2228.640622
检讨 (n),检讨,,notion,1,0,1,1,0,1,0.015739,10,0.187031,0.201307,0
香港 (n),香港,,notion,1,0,1,2,0,2,0.013325,10,0.186409,0.199968,0
农村 (n),农村,,notion,1,0,1,1,0,1,0.002312,14,0.118871,0.12457,0
昆明 (n),昆明,,notion,1,0,1,1,0,1,0.001695,2,0.666667,0.75,0
思想 (n),思想,,notion,1,0,1,1,0,1,0.001695,2,0.666667,0.75,0
准备 (n),准备,,notion,3,0,3,3,0,3,0.033329,10,0.191585,0.213254,3157.978337
最后 (n),最后,,notion,3,0,3,3,0,3,0.014926,12,0.169437,0.186366,4369.742978
日本 (n),日本,,notion,7,0,7,7,0,7,0.142489,10,0.238818,0.275038,24682.591088
思潮 (n),思潮,,notion,1,0,1,1,0,1,0.004198,14,0.118682,0.126521,0
展望 (n),展望,,notion,9,0,9,43,0,43,0.277918,10,0.236177,0.27774,20500.84033
未来 (n),未来,,notion,1,0,1,1,0,1,0.066229,10,0.201664,0.220065,0
莫斯科 (n),莫斯科,,notion,1,0,1,1,0,1,0.001792,4,0.3,0.37037,0
方式 (n),方式,,notion,1,0,1,1,0,1,0.0059,14,0.122877,0.131133,0
法国 (n),法国,,notion,1,0,1,1,0,1,0.025695,10,0.189641,0.208268,0
解放 (n),解放,,notion,7,0,7,8,0,8,0.13481,10,0.224925,0.254342,11121.221154
民族 (n),民族,,notion,1,0,1,1,0,1,0.008077,12,0.153229,0.16477,0
社会主义 (n),社会主义,,notion,5,0,5,6,0,6,0.020861,12,0.155244,0.172638,10456.298567
庆祝 (n),庆祝,,notion,1,0,1,1,0,1,0.008862,12,0.170662,0.182357,0
应有 (n),应有,,notion,3,0,3,7,0,7,0.019983,10,0.170987,0.185488,619.810684
汉奸 (n),汉奸,,notion,1,0,1,1,0,1,0.004743,2,0.529412,0.555556,0
始末 (n),始末,,notion,1,0,1,3,0,3,0.008952,10,0.169565,0.181961,0
欢迎 (n),欢迎,,notion,2,0,2,2,0,2,0.008258,12,0.163388,0.175905,1371.123302
新年 (n),新年,,notion,3,0,3,3,0,3,0.032072,10,0.206112,0.225334,6653.777401
杂谈 (n),杂谈,,notion,1,0,1,2,0,2,0.004268,2,0.533333,0.5625,0
反对 (n),反对,,notion,1,0,1,1,0,1,0.003854,12,0.16168,0.171165,0
上海 (n),上海,,notion,2,0,2,2,0,2,0.007756,10,0.171314,0.183509,364.228006
健全 (n),健全,,notion,1,0,1,1,0,1,0.008187,12,0.165437,0.178365,0
大学 (n),大学,,notion,1,0,1,1,0,1,0.081632,10,0.206682,0.228007,0
应该 (n),应该,,notion,2,0,2,2,0,2,0.06912,10,0.208993,0.228823,1436.605429
代表 (n),代表,,notion,1,0,1,1,0,1,0.079499,12,0.205545,0.232329,0
第三次 (n),第三次,,notion,1,0,1,1,0,1,0.003914,4,0.340909,0.405556,0
见闻 (n),见闻,,notion,1,0,1,1,0,1,0.002924,2,0.555556,0.6,0
这是 (n),这是,,notion,1,0,1,1,0,1,0.079499,12,0.205545,0.232329,0
时局 (n),时局,,notion,2,0,2,2,0,2,0.021419,12,0.192077,0.209821,121.955259
杜鲁门 (n),杜鲁门,,notion,1,0,1,1,0,1,0.016919,12,0.188129,0.205323,0
中苏 (n),中苏,,notion,1,0,1,1,0,1,0.011156,12,0.188366,0.203245,0
成立 (n),成立,,notion,1,0,1,1,0,1,0.004959,12,0.155137,0.165951,0
政权 (n),政权,,notion,1,0,1,1,0,1,0.002627,16,0.09881,0.10396,0
认识 (n),认识,,notion,5,0,5,5,0,5,0.037908,10,0.206777,0.230124,8296.386128
形式 (n),形式,,notion,1,0,1,1,0,1,0.002627,16,0.09881,0.10396,0
澈底 (n),澈底,,notion,2,0,2,2,0,2,0.051605,10,0.181066,0.200563,908.78568
全国 (n),全国,,notion,1,0,1,1,0,1,0.004585,12,0.160753,0.170527,0
之四 (n),之四,,notion,1,0,1,1,0,1,0.003411,14,0.124965,0.132888,0
民主运动 (n),民主运动,,notion,1,0,1,2,0,2,0.002668,12,0.150201,0.15955,0
现实 (n),现实,,notion,1,0,1,1,0,1,0.029048,12,0.19077,0.211048,0
战争 (n),战争,,notion,3,0,3,4,0,4,0.055624,10,0.202392,0.224567,989.902286
文化 (n),文化,,notion,2,0,2,2,0,2,0.010229,10,0.174582,0.188439,295.814727
两种 (n),两种,,notion,2,0,2,2,0,2,0.003653,2,0.75,0.833333,0.5
如此 (n),如此,,notion,1,0,1,1,0,1,0.003426,4,0.444444,0.510417,0
军事 (n),军事,,notion,1,0,1,1,0,1,0.002439,12,0.129475,0.136848,0
当前 (n),当前,,notion,1,0,1,1,0,1,0.029048,12,0.19077,0.211048,0
复兴 (n),复兴,,notion,1,0,1,1,0,1,0.00359,12,0.152759,0.162353,0
清明 (n),清明,,notion,1,0,1,1,0,1,0.002673,14,0.11976,0.12595,0
解放区 (n),解放区,,notion,2,0,2,2,0,2,0.010351,10,0.170727,0.183506,772.81056
时代 (n),时代,,notion,1,0,1,1,0,1,0.005193,12,0.159893,0.172014,0
广州 (n),广州,,notion,3,0,3,3,0,3,0.009668,12,0.157258,0.170593,4184.010367
生产 (n),生产,,notion,1,0,1,1,0,1,0.005751,12,0.152396,0.164381,0
前途 (n),前途,,notion,3,0,3,3,0,3,0.031067,10,0.199156,0.217505,4079.467624
国家 (n),国家,,notion,3,0,3,3,0,3,0.092561,10,0.209482,0.234165,1900.565196
科学 (n),科学,,notion,2,0,2,2,0,2,0.070675,10,0.19749,0.216142,106.156103
亚洲 (n),亚洲,,notion,1,0,1,1,0,1,0.032784,10,0.202483,0.222331,0
前夕 (n),前夕,,notion,2,0,2,2,0,2,0.005846,12,0.156381,0.167771,978.535269
发展 (n),发展,,notion,3,0,3,3,0,3,0.052833,10,0.209677,0.233916,4652.644538
合作 (n),合作,,notion,1,0,1,1,0,1,0.015141,12,0.183811,0.198782,0
希望 (n),希望,,notion,3,0,3,3,0,3,0.022771,12,0.186797,0.204293,4347.204894
意见 (n),意见,,notion,2,0,2,3,0,3,0.017549,10,0.183061,0.200717,441.754945
革命 (n),革命,,notion,4,0,4,4,0,4,0.137148,10,0.211357,0.2381,10464.45494
我国 (n),我国,,notion,2,0,2,6,0,6,0.016399,12,0.16058,0.17372,0.1
还是 (n),还是,,notion,1,0,1,1,0,1,0.057324,10,0.195255,0.21241,0
第一 (n),第一,,notion,2,0,2,2,0,2,0.0143,14,0.14763,0.160902,98.666667
力量 (n),力量,,notion,2,0,2,2,0,2,0.012718,12,0.164346,0.180425,301.835851
结合 (n),结合,,notion,1,0,1,1,0,1,0.005226,12,0.153176,0.162848,0
团结 (n),团结,,notion,1,0,1,1,0,1,0.004469,12,0.148756,0.15874,0
旅行 (n),旅行,,notion,1,0,1,1,0,1,0.00344,16,0.090314,0.095385,0
运动 (n),运动,,notion,1,0,1,1,0,1,0.032784,10,0.202483,0.222331,0
方向 (n),方向,,notion,1,0,1,1,0,1,0.010242,12,0.177765,0.191652,0
外交政策 (n),外交政策,,notion,1,0,1,1,0,1,0.002986,12,0.149152,0.158551,0
华北 (n),华北,,notion,1,0,1,1,0,1,0.002772,12,0.142607,0.149984,0
东北 (n),东北,,notion,1,0,1,1,0,1,0.001843,14,0.109685,0.114573,0
本质 (n),本质,,notion,1,0,1,1,0,1,0.073776,10,0.202758,0.223116,0
波茨坦 (n),波茨坦,,notion,1,0,1,1,0,1,0.015054,12,0.180265,0.197451,0
题词 (n),题词,,notion,1,0,1,1,0,1,0.001754,3,0.5,0.611111,0
之间 (n),之间,,notion,14,0,14,14,0,14,0.788223,10,0.244681,0.293131,17800.716068
局势 (n),局势,,notion,1,0,1,1,0,1,0.003359,2,0.545455,0.583333,0
联合国 (n),联合国,,notion,1,0,1,1,0,1,0.079499,12,0.205545,0.232329,0
真的 (n),真的,,notion,1,0,1,1,0,1,0.009197,12,0.181066,0.195226,0
要求 (n),要求,,notion,1,0,1,1,0,1,0.079499,12,0.205545,0.232329,0
万岁 (n),万岁,,notion,2,0,2,2,0,2,0.006263,12,0.148855,0.159761,1790
四川 (n),四川,,notion,1,0,1,1,0,1,0.001832,14,0.117408,0.122919,0
风光 (n),风光,,notion,1,0,1,1,0,1,0.008241,14,0.147581,0.160159,0
主张 (n),主张,,notion,1,0,1,1,0,1,0.011944,10,0.175951,0.190368,0
学生 (n),学生,,notion,1,0,1,1,0,1,0.081632,10,0.206682,0.228007,0
政府 (n),政府,,notion,4,0,4,8,0,8,0.102989,10,0.208605,0.234659,6830.589816
外交 (n),外交,,notion,2,0,2,2,0,2,0.037742,10,0.203956,0.225694,2045.737971
需要 (n),需要,,notion,1,0,1,1,0,1,0.079499,12,0.205545,0.232329,0
政策 (n),政策,,notion,7,0,7,7,0,7,0.082402,10,0.228244,0.255942,13654.094584
清算 (n),清算,,notion,1,0,1,1,0,1,0.015054,12,0.180265,0.197451,0
迎接 (n),迎接,,notion,8,0,8,11,0,11,0.072919,10,0.215625,0.238863,6297.936524
审查 (n),审查,,notion,1,0,1,1,0,1,0.004959,12,0.155137,0.165951,0
宪法 (n),宪法,,notion,2,0,2,2,0,2,0.010151,12,0.151828,0.16418,134.551402
元旦 (n),元旦,,notion,2,0,2,2,0,2,0.009147,12,0.157867,0.170631,3572
无题 (n),无题,,notion,1,0,1,1,0,1,0.008036,12,0.163032,0.176553,0
目前 (n),目前,,notion,1,0,1,1,0,1,0.003359,2,0.545455,0.583333,0
自由 (n),自由,,notion,2,0,2,2,0,2,0.011405,12,0.179328,0.195158,484.90124
制造 (n),制造,,notion,1,0,1,1,0,1,0.002618,14,0.11906,0.125734,0
大赦 (n),大赦,,notion,1,0,1,1,0,1,0.079499,12,0.205545,0.232329,0
惩办 (n),惩办,,notion,2,0,2,2,0,2,0.074306,10,0.204701,0.22587,3157.608484
一点 (n),一点,,notion,3,0,3,3,0,3,0.146067,10,0.218036,0.247617,10192.103097
争取 (n),争取,,notion,1,0,1,1,0,1,0.062962,10,0.197316,0.21512,0
新中国 (n),新中国,,notion,5,0,5,5,0,5,0.041368,10,0.193319,0.21466,4133.74612
法西斯 (n),法西斯,,notion,1,0,1,1,0,1,0.016919,12,0.188129,0.205323,0
消灭 (n),消灭,,notion,1,0,1,1,0,1,0.043528,12,0.175676,0.192851,0
建设 (n),建设,,notion,3,0,3,3,0,3,0.022759,10,0.1875,0.206192,2874.557542
关键 (n),关键,,notion,1,0,1,1,0,1,0.003359,2,0.545455,0.583333,0
攻势 (n),攻势,,notion,1,0,1,1,0,1,0.001695,2,0.666667,0.75,0
创建 (n),创建,,notion,1,0,1,1,0,1,0.043999,12,0.174922,0.192034,0
肃清 (n),肃清,,notion,1,0,1,1,0,1,0.002791,12,0.13783,0.145641,0
关系 (n),关系,,notion,2,0,2,2,0,2,0.006254,12,0.14802,0.158816,1694.923947
经济危机 (n),经济危机,,notion,1,0,1,1,0,1,0.003229,12,0.154976,0.164789,0
工业 (n),工业,,notion,1,0,1,1,0,1,0.005825,12,0.162559,0.173572,0
障碍 (n),障碍,,notion,2,0,2,2,0,2,0.031195,12,0.194746,0.213355,26.397899
大西洋 (n),大西洋,,notion,1,0,1,1,0,1,0.032784,10,0.202483,0.222331,0
成长 (n),成长,,notion,2,0,2,2,0,2,0.068782,10,0.207351,0.226498,6082.474894
刊物 (n),刊物,,notion,1,0,1,1,0,1,0.005605,12,0.156599,0.168412,0
北平 (n),北平,,notion,4,0,4,6,0,6,0.09469,12,0.208121,0.239953,17563.188889
基本 (n),基本,,notion,1,0,1,1,0,1,0.003359,2,0.545455,0.583333,0
地位 (n),地位,,notion,1,0,1,1,0,1,0.007738,12,0.151623,0.16273,0
作风 (n),作风,,notion,1,0,1,1,0,1,0.073776,10,0.202758,0.223116,0
精神 (n),精神,,notion,3,0,3,3,0,3,0.215145,10,0.225264,0.259005,2489.954677
访问记 (n),访问记,,notion,1,0,1,1,0,1,0.002501,2,0.571429,0.625,0
今日 (n),今日,,notion,1,0,1,1,0,1,0.004061,12,0.155083,0.165347,0
新生 (n),新生,,notion,1,0,1,1,0,1,0.008036,12,0.163032,0.176553,0
孙中山 (n),孙中山,,notion,1,0,1,1,0,1,0.003551,12,0.153912,0.163532,0
统一 (n),统一,,notion,1,0,1,1,0,1,0.003502,12,0.147001,0.155912,0
将军 (n),将军,,notion,2,0,2,2,0,2,0.085272,12,0.206207,0.234744,1541.200076
大局 (n),大局,,notion,13,0,13,13,0,13,0.705038,10,0.229412,0.269022,9165.934346
道路 (n),道路,,notion,1,0,1,1,0,1,0.013163,10,0.190689,0.20589,0
阴谋 (n),阴谋,,notion,3,0,3,3,0,3,0.038216,10,0.200761,0.222984,1651.265035
内幕 (n),内幕,,notion,2,0,2,2,0,2,0.014367,12,0.188525,0.204563,420.604558
国防 (n),国防,,notion,1,0,1,1,0,1,0.032784,10,0.202483,0.222331,0
任务 (n),任务,,notion,3,0,3,3,0,3,0.07769,10,0.21347,0.23515,15932.200359
行动 (n),行动,,notion,1,0,1,1,0,1,0.022539,10,0.193486,0.208284,0
民主同盟 (n),民主同盟,,notion,2,0,2,2,0,2,0.024287,10,0.201302,0.219759,1571.720488
东南亚 (n),东南亚,,notion,1,0,1,2,0,2,0.054014,12,0.188525,0.20749,0
华侨 (n),华侨,,notion,2,0,2,2,0,2,0.008487,12,0.165927,0.178633,342.325791
政局 (n),政局,,notion,2,0,2,12,0,12,0.024092,12,0.194915,0.213912,2682
美苏 (n),美苏,,notion,2,0,2,2,0,2,0.043026,10,0.205828,0.227168,347.976002
所谓 (n),所谓,,notion,1,0,1,1,0,1,0.079499,12,0.205545,0.232329,0
之外 (n),之外,,notion,1,0,1,1,0,1,0.001695,2,0.666667,0.75,0
走向 (n),走向,,notion,1,0,1,1,0,1,0.005825,12,0.162559,0.173572,0
回顾 (n),回顾,,notion,3,0,3,3,0,3,0.059371,10,0.211357,0.235922,1648.806021
措施 (n),措施,,notion,3,0,3,7,0,7,0.095898,12,0.207735,0.237606,2821.572346
种种 (n),种种,,notion,2,0,2,2,0,2,0.020036,10,0.196883,0.213142,439.890704
解决 (n),解决,,notion,1,0,1,1,0,1,0.010242,12,0.177765,0.191652,0
东欧 (n),东欧,,notion,2,0,2,2,0,2,0.038547,10,0.189721,0.209012,11.160033
内阁 (n),内阁,,notion,3,0,3,3,0,3,0.116209,10,0.223579,0.25516,7198.524835
妇女 (n),妇女,,notion,2,0,2,2,0,2,0.078585,10,0.203864,0.226108,3244.226306
总统 (n),总统,,notion,1,0,1,1,0,1,0.007738,12,0.151623,0.16273,0
偏差 (n),偏差,,notion,1,0,1,1,0,1,0.079499,12,0.205545,0.232329,0
平民 (n),平民,,notion,1,0,1,1,0,1,0.079499,12,0.205545,0.232329,0
乐观 (n),乐观,,notion,1,0,1,1,0,1,0.057324,10,0.195255,0.21241,0
复刊 (n),复刊,,notion,1,0,1,1,0,1,0.016439,10,0.18254,0.199315,0
前进 (n),前进,,notion,2,0,2,2,0,2,0.0143,14,0.14763,0.160902,98.666667
方案 (n),方案,,notion,1,0,1,1,0,1,0.002314,14,0.140376,0.147875,0
大公报 (n),大公报,,notion,1,0,1,1,0,1,0.004582,12,0.15423,0.165215,0
艰难 (n),艰难,,notion,12,0,12,12,0,12,0.698482,10,0.228593,0.267294,2935.934346
获得 (n),获得,,notion,1,0,1,1,0,1,0.006442,12,0.165498,0.17799,0
真正 (n),真正,,notion,1,0,1,1,0,1,0.029048,12,0.19077,0.211048,0
土地改革 (n),土地改革,,notion,2,0,2,2,0,2,0.015975,10,0.180483,0.196915,692.205245
扩大 (n),扩大,,notion,1,0,1,1,0,1,0.032784,10,0.202483,0.222331,0
自救 (n),自救,,notion,1,0,1,1,0,1,0.016346,12,0.175059,0.19136,0
慰问 (n),慰问,,notion,1,0,1,1,0,1,0.013163,10,0.190689,0.20589,0
内部 (n),内部,,notion,1,0,1,1,0,1,0.0059,14,0.122877,0.131133,0
一切 (n),一切,,notion,1,0,1,1,0,1,0.044171,10,0.179688,0.196068,0
学习 (n),学习,,notion,3,0,3,3,0,3,0.018778,12,0.184644,0.203356,885.681162
何时 (n),何时,,notion,1,0,1,1,0,1,0.021778,12,0.194661,0.212612,0
具体 (n),具体,,notion,1,0,1,1,0,1,0.011124,12,0.165072,0.178761,0
集体 (n),集体,,notion,1,0,1,1,0,1,0.011944,10,0.175951,0.190368,0
地方 (n),地方,,notion,1,0,1,1,0,1,0.00131,1,1,1,0
读者 (n),读者,,notion,9,0,9,9,0,9,0.067937,10,0.19898,0.225604,4605.973623
